1	0.095738	-0.871239	-0.350189	0.024940	-0.059256	0.149306	0.000000	-nan	-nan	1.000000	-0.031898	0.014277	1.000000
2	0.387564	0.021671	0.011056	0.084967	0.026855	-0.087066	0.000000	-nan	-nan	1.000000	-0.077529	0.011381	0.000000
3	-0.037373	-0.580605	-0.617187	0.025822	-0.021133	-0.014264	0.000000	-nan	-nan	1.000000	-0.035495	0.003811	0.000000
4	-1.492821	1.072986	-0.006961	0.006855	0.006493	0.011609	0.000000	-nan	-nan	1.000000	-0.016376	0.007481	1.000000
5	622606.691300	-3.862171	0.846480	0.061120	-0.100889	-0.010419	0.000000	-nan	-nan	0.000000	-0.038612	0.000000	3.000000
7	1.011008	-2.829970	1.566962	-0.040919	-0.044955	-0.147830	0.000000	-nan	-nan	1.000000	-0.082783	0.016211	2.000000
8	-0.380281	0.849144	-0.069607	-0.055594	0.052204	0.129871	0.000000	-nan	-nan	1.000000	-0.032268	0.028371	1.000000
9	0.613468	0.433666	0.936608	-0.122655	0.028836	-0.037642	0.000000	-nan	-nan	1.000000	-0.025074	0.025671	1.000000
10	-1.271889	-0.348915	1.148744	0.035643	-0.033953	-0.152082	0.000000	-nan	-nan	1.000000	-0.017213	0.012599	1.000000
11	0.095718	-0.871232	-0.350174	-0.533746	2.078368	2.188885	0.000000	-nan	-nan	0.000003	-0.000000	0.000015	1.000000
12	0.387571	0.021660	0.011073	-4.992750	-6.454949	-2.527033	0.000000	-nan	-nan	0.000003	-0.000000	0.000108	1.000000
13	-0.037369	-0.580607	-0.617188	4.189475	0.096853	37.932234	0.000000	-nan	-nan	0.000003	-0.000000	0.002187	1.000000
14	-1.492804	1.072996	-0.006976	1.574553	-0.819375	3.707758	0.000000	-nan	-nan	0.000003	-0.000000	0.000025	1.000000
15	622606.691300	-3.862173	0.846480	0.061120	-0.100889	-0.010419	0.000000	-nan	-nan	0.000000	-0.000000	0.000000	3.000000
17	1.011008	-2.829973	1.566965	-0.720687	-4.282512	-39.627688	0.000000	-nan	-nan	0.000003	-0.000000	0.002384	2.000000
18	-0.380281	0.849144	-0.069611	9.980387	-4.260403	42.102377	0.000000	-nan	-nan	0.000003	-0.000000	0.002837	1.000000
20	-1.271904	-0.348901	1.148740	-3.243484	-6.168056	5.566017	0.000000	-nan	-nan	0.000003	-0.000000	0.000118	1.000000
