1	8499.49182648	0.42650083	-0.33434229	-0.00100318	220.12913867	-0.11503902	266.40690394	-28.93557151	0.00145202	-0.00113826	16829.49183521	-11.10165796	-0.14584351	-0.38628709	-0.12763704	-0.39621498	-0.09231803	-0.39621498	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	0	0.00002100
2	8498.87045063	0.24204783	-2.37627291	0.05208933	219.95622220	-0.07868274	266.41331066	-28.93972946	0.00082408	-0.00809029	16828.87062013	-11.04733288	-0.14755020	-0.38793099	-0.12912549	-0.39839861	-0.09188251	-0.39839860	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	1	0.00014182
3	8500.17852177	0.58955759	0.17440795	-0.01034320	220.08076556	0.01400746	266.40554517	-28.93419534	0.00200706	0.00059375	16830.17853300	-11.11152720	-0.14778239	-0.38594129	-0.12933559	-0.39680376	-0.09069262	-0.39680376	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	0	0.00001780
4	8500.36152939	0.80008811	-0.17547376	-0.03811120	219.94246791	0.09989010	266.40713351	-28.93420421	0.00272375	-0.00059737	16830.36154932	-11.13954824	-0.14985275	-0.38685752	-0.13114751	-0.39853106	-0.08961811	-0.39853106	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	0	0.00002943
5	8499.17975355	-0.39275327	0.41586132	0.03193328	219.97564527	0.12639393	266.40275217	-28.93662176	-0.00133715	0.00141582	16829.17976327	-11.06750144	-0.14997017	-0.38635767	-0.13124721	-0.39815306	-0.08928731	-0.39815306	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	0	0.00004982
6	8499.57727573	-1.89370680	3.23558188	0.04334667	220.03214208	0.06720923	266.39034754	-28.93598080	-0.00644707	0.01101544	16829.57769330	-11.05446614	-0.14889681	-0.38611545	-0.13030866	-0.39744786	-0.09000382	-0.39744785	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	2	0.00023321
7	8499.92301594	-1.38721800	-0.29104822	-0.06205631	219.93388131	-0.02047701	266.40308373	-28.94076536	-0.00472264	-0.00099084	16829.92307562	-11.15930890	-0.14848376	-0.38775707	-0.12994118	-0.39866723	-0.09113008	-0.39866723	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	1	0.00010417
8	8502.04099775	-0.03011162	0.36178497	-0.01698730	219.97112449	0.01107646	266.40366700	-28.93566398	-0.00010250	0.00123151	16832.04100166	-11.11708605	-0.14856193	-0.38709205	-0.13001599	-0.39813904	-0.09071776	-0.39813904	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	0	0.00003041
9	8501.16304792	1.34011400	-1.42158436	0.01144143	220.07179225	0.04837110	266.41236496	-28.93484523	0.00456195	-0.00483928	16831.16316130	-11.09047169	-0.14821974	-0.38579937	-0.12971753	-0.39688683	-0.09026982	-0.39688682	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	1	0.00010367
10	8499.21358085	0.30548132	0.41108543	-0.01056586	219.90665021	-0.15299338	266.40418356	-28.93460089	0.00104002	0.00139956	16829.21358865	-11.11132453	-0.14705764	-0.38891638	-0.12870080	-0.39901131	-0.09278912	-0.39901131	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	1.00000000	0.00000000	0	0.00002401
11	8499.49182449	0.42650373	-0.33433896	24.19937122	203.96743557	-24.58693022	266.40690394	-28.93557150	0.00145203	-0.00113825	16829.49183321	13.09879302	0.03270582	-0.71901266	0.02862297	-0.59879754	-0.39904886	-0.59879754	9999.90000000	9999.90000000	0.00000000	9999.90000000	0.00000000	-nan	0.00000300	0.00000000	1	0.00002100
