1	-0.245684	0.517340	0.793227	0.022392	0.063564	0.081534	0.000000	-nan	-nan	1.000000	-0.030772	0.005543	0.000000
2	0.511420	0.096835	-1.728430	0.038588	-0.082333	0.106698	0.000000	-nan	-nan	1.000000	-0.016679	0.014341	1.000000
3	-0.019195	0.160325	0.039387	0.112729	-0.144606	-0.002597	0.000000	-nan	-nan	1.000000	-0.181141	0.025230	0.000000
4	-0.781452	-3.148882	-1.578820	0.020551	0.036557	-0.009832	0.000000	-nan	-nan	1.000000	-0.048189	0.001434	2.000000
5	622609.200106	1.262085	0.059672	-0.031570	0.027549	-0.001400	0.000000	-nan	-nan	0.000000	-0.038612	0.000000	3.000000
6	-2.192326	5.192944	1.753121	-0.118162	0.047695	0.135856	0.000000	-nan	-nan	1.000000	0.000000	0.013372	3.000000
7	-0.015182	0.340497	0.126860	-0.064442	0.124044	0.001578	0.000000	-nan	-nan	1.000000	-0.082783	0.005200	0.000000
8	0.890170	-0.287004	-1.842963	-0.075573	0.028026	0.010983	0.000000	-nan	-nan	1.000000	-0.014567	0.001045	1.000000
9	-0.348472	-0.876937	0.587214	-0.038546	0.000168	-0.011774	0.000000	-nan	-nan	1.000000	-0.027088	0.000453	0.000000
10	1.446259	-2.448192	-0.677907	0.004839	0.011193	-0.186560	0.000000	-nan	-nan	1.000000	-0.010299	0.017939	1.000000
11	-0.245703	0.517347	0.793242	-0.536295	2.201188	2.121114	0.000000	-nan	-nan	0.000003	-0.000000	0.000014	1.000000
12	0.511427	0.096824	-1.728413	-5.039128	-6.564136	-2.333269	0.000000	-nan	-nan	0.000003	-0.000000	0.000111	1.000000
13	-0.019191	0.160323	0.039386	4.276381	-0.026620	37.943901	0.000000	-nan	-nan	0.000003	-0.000001	0.002190	1.000000
14	-0.781435	-3.148872	-1.578835	1.588249	-0.789311	3.686317	0.000000	-nan	-nan	0.000003	-0.000000	0.000025	2.000000
15	622609.200106	1.262083	0.059672	-0.031570	0.027549	-0.001400	0.000000	-nan	-nan	0.000000	-0.000000	0.000000	3.000000
16	-2.192346	5.192952	1.753127	-0.543972	-1.148297	-7.989759	0.000000	-nan	-nan	0.000003	0.000000	0.000098	3.000000
17	-0.015182	0.340494	0.126863	-0.744210	-4.113512	-39.478280	0.000000	-nan	-nan	0.000003	-0.000000	0.002367	1.000000
18	0.890170	-0.287004	-1.842967	9.960408	-4.284581	41.983488	0.000000	-nan	-nan	0.000003	-0.000000	0.002825	1.000000
20	1.446245	-2.448178	-0.677911	-3.274288	-6.122910	5.531538	0.000000	-nan	-nan	0.000003	-0.000000	0.000119	1.000000
