1	-0.237381	0.086385	-0.342766	0.003812	0.132712	-0.107559	0.000000	-nan	-nan	1.000000	-0.090909	0.014956	0.000000
2	-0.858757	-0.098068	-2.384697	0.056905	-0.040204	-0.071203	0.000000	-nan	-nan	1.000000	-0.015261	0.005410	1.000000
3	0.449314	0.249442	0.165984	-0.005528	0.084339	0.021488	0.000000	-nan	-nan	1.000000	-0.071675	0.003413	0.000000
4	0.632322	0.459972	-0.183898	-0.033296	-0.053958	0.107370	0.000000	-nan	-nan	1.000000	-0.048189	0.007370	0.000000
5	-0.549454	-0.732869	0.407438	0.036748	-0.020781	0.133874	0.000000	-nan	-nan	1.000000	-0.038612	0.008794	0.000000
6	-0.151932	-2.233822	3.227158	0.048162	0.035716	0.074689	0.000000	-nan	-nan	1.000000	0.000000	0.003715	2.000000
7	0.193809	-1.727334	-0.299472	-0.057241	-0.062545	-0.012997	0.000000	-nan	-nan	1.000000	-0.021946	0.004321	1.000000
8	2.311790	-0.370227	0.353361	-0.012172	-0.025302	0.018557	0.000000	-nan	-nan	1.000000	-0.016348	0.000623	0.000000
9	1.433840	0.999998	-1.430008	0.016257	0.075366	0.055851	0.000000	-nan	-nan	1.000000	-0.017139	0.003812	1.000000
10	-0.515627	-0.034634	0.402662	-0.005751	-0.089776	-0.145513	0.000000	-nan	-nan	1.000000	-0.059084	0.016116	0.000000
11	-0.237383	0.086388	-0.342763	24.204186	-16.028991	-24.579450	0.000000	-nan	-nan	0.000003	-0.000000	0.002173	1.000000
12	-0.858758	-0.098065	-2.384700	23.760729	26.027196	14.223958	0.000000	-nan	-nan	0.000003	-0.000000	0.002168	1.000000
13	0.449318	0.249440	0.165983	5.528496	-0.605189	37.633077	0.000000	-nan	-nan	0.000003	-0.000000	0.002172	1.000000
14	0.632321	0.459974	-0.183902	13.865609	15.350309	-31.755795	0.000000	-nan	-nan	0.000003	-0.000000	0.002157	1.000000
15	-0.549458	-0.732871	0.407437	-0.911517	-0.719890	38.138406	0.000000	-nan	-nan	0.000003	-0.000000	0.002185	1.000000
16	-0.151928	-2.233823	3.227160	-3.201481	7.231764	37.268628	0.000000	-nan	-nan	0.000003	0.000000	0.002179	2.000000
17	0.193808	-1.727337	-0.299468	-0.742942	-6.036854	-37.557234	0.000000	-nan	-nan	0.000003	-0.000000	0.002175	1.000000
18	2.311790	-0.370227	0.353356	9.861515	-4.278515	36.489821	0.000000	-nan	-nan	0.000003	-0.000000	0.002172	1.000000
19	1.433843	1.000002	-1.430006	-5.123347	12.603403	35.585629	0.000000	-nan	-nan	0.000003	-0.000000	0.002179	1.000000
20	-0.515622	-0.034636	0.402661	18.167780	23.117708	-24.163584	0.000000	-nan	-nan	0.000003	-0.000000	0.002175	1.000000
